gameId,trialNum,repNum,tangram,condition,partial_length,partial,text
22dyGMRgestp8u5Lc,3,0,B,2_thin,8,like a baby sitting on floor with arms,like a baby sitting on floor with arms out and a bow on the back of her head she is facing left and the bow in on the right
22dyGMRgestp8u5Lc,3,0,B,2_thin,9,like a baby sitting on floor with arms out,like a baby sitting on floor with arms out and a bow on the back of her head she is facing left and the bow in on the right
22dyGMRgestp8u5Lc,3,0,B,2_thin,10,like a baby sitting on floor with arms out and,like a baby sitting on floor with arms out and a bow on the back of her head she is facing left and the bow in on the right
22dyGMRgestp8u5Lc,3,0,B,2_thin,11,like a baby sitting on floor with arms out and a,like a baby sitting on floor with arms out and a bow on the back of her head she is facing left and the bow in on the right
22dyGMRgestp8u5Lc,3,0,B,2_thin,12,like a baby sitting on floor with arms out and a bow,like a baby sitting on floor with arms out and a bow on the back of her head she is facing left and the bow in on the right
22dyGMRgestp8u5Lc,3,0,B,2_thin,13,like a baby sitting on floor with arms out and a bow on,like a baby sitting on floor with arms out and a bow on the back of her head she is facing left and the bow in on the right
22dyGMRgestp8u5Lc,3,0,B,2_thin,14,like a baby sitting on floor with arms out and a bow on the,like a baby sitting on floor with arms out and a bow on the back of her head she is facing left and the bow in on the right
22dyGMRgestp8u5Lc,3,0,B,2_thin,15,like a baby sitting on floor with arms out and a bow on the back,like a baby sitting on floor with arms out and a bow on the back of her head she is facing left and the bow in on the right
22dyGMRgestp8u5Lc,3,0,B,2_thin,16,like a baby sitting on floor with arms out and a bow on the back of,like a baby sitting on floor with arms out and a bow on the back of her head she is facing left and the bow in on the right
22dyGMRgestp8u5Lc,3,0,B,2_thin,17,like a baby sitting on floor with arms out and a bow on the back of her,like a baby sitting on floor with arms out and a bow on the back of her head she is facing left and the bow in on the right
22dyGMRgestp8u5Lc,3,0,B,2_thin,18,like a baby sitting on floor with arms out and a bow on the back of her head,like a baby sitting on floor with arms out and a bow on the back of her head she is facing left and the bow in on the right
22dyGMRgestp8u5Lc,3,0,B,2_thin,19,like a baby sitting on floor with arms out and a bow on the back of her head she,like a baby sitting on floor with arms out and a bow on the back of her head she is facing left and the bow in on the right
22dyGMRgestp8u5Lc,3,0,B,2_thin,20,like a baby sitting on floor with arms out and a bow on the back of her head she is,like a baby sitting on floor with arms out and a bow on the back of her head she is facing left and the bow in on the right
22dyGMRgestp8u5Lc,3,0,B,2_thin,21,like a baby sitting on floor with arms out and a bow on the back of her head she is facing,like a baby sitting on floor with arms out and a bow on the back of her head she is facing left and the bow in on the right
22dyGMRgestp8u5Lc,3,0,B,2_thin,22,like a baby sitting on floor with arms out and a bow on the back of her head she is facing left,like a baby sitting on floor with arms out and a bow on the back of her head she is facing left and the bow in on the right
22dyGMRgestp8u5Lc,3,0,B,2_thin,23,like a baby sitting on floor with arms out and a bow on the back of her head she is facing left and,like a baby sitting on floor with arms out and a bow on the back of her head she is facing left and the bow in on the right
22dyGMRgestp8u5Lc,3,0,B,2_thin,24,like a baby sitting on floor with arms out and a bow on the back of her head she is facing left and the,like a baby sitting on floor with arms out and a bow on the back of her head she is facing left and the bow in on the right
22dyGMRgestp8u5Lc,3,0,B,2_thin,25,like a baby sitting on floor with arms out and a bow on the back of her head she is facing left and the bow,like a baby sitting on floor with arms out and a bow on the back of her head she is facing left and the bow in on the right
22dyGMRgestp8u5Lc,3,0,B,2_thin,26,like a baby sitting on floor with arms out and a bow on the back of her head she is facing left and the bow in,like a baby sitting on floor with arms out and a bow on the back of her head she is facing left and the bow in on the right
22dyGMRgestp8u5Lc,3,0,B,2_thin,27,like a baby sitting on floor with arms out and a bow on the back of her head she is facing left and the bow in on,like a baby sitting on floor with arms out and a bow on the back of her head she is facing left and the bow in on the right
22dyGMRgestp8u5Lc,3,0,B,2_thin,28,like a baby sitting on floor with arms out and a bow on the back of her head she is facing left and the bow in on the,like a baby sitting on floor with arms out and a bow on the back of her head she is facing left and the bow in on the right
22dyGMRgestp8u5Lc,3,0,B,2_thin,29,like a baby sitting on floor with arms out and a bow on the back of her head she is facing left and the bow in on the right,like a baby sitting on floor with arms out and a bow on the back of her head she is facing left and the bow in on the right
22dyGMRgestp8u5Lc,4,0,K,2_thin,1,kneeling,"kneeling in gown with Bible in hand, facing to the right heel up in back"
22dyGMRgestp8u5Lc,4,0,K,2_thin,2,kneeling in,"kneeling in gown with Bible in hand, facing to the right heel up in back"
22dyGMRgestp8u5Lc,4,0,K,2_thin,3,kneeling in gown,"kneeling in gown with Bible in hand, facing to the right heel up in back"
22dyGMRgestp8u5Lc,4,0,K,2_thin,4,kneeling in gown with,"kneeling in gown with Bible in hand, facing to the right heel up in back"
22dyGMRgestp8u5Lc,4,0,K,2_thin,5,kneeling in gown with Bible,"kneeling in gown with Bible in hand, facing to the right heel up in back"
22dyGMRgestp8u5Lc,4,0,K,2_thin,6,kneeling in gown with Bible in,"kneeling in gown with Bible in hand, facing to the right heel up in back"
22dyGMRgestp8u5Lc,4,0,K,2_thin,7,"kneeling in gown with Bible in hand,","kneeling in gown with Bible in hand, facing to the right heel up in back"
22dyGMRgestp8u5Lc,4,0,K,2_thin,8,"kneeling in gown with Bible in hand, facing","kneeling in gown with Bible in hand, facing to the right heel up in back"
22dyGMRgestp8u5Lc,4,0,K,2_thin,9,"kneeling in gown with Bible in hand, facing to","kneeling in gown with Bible in hand, facing to the right heel up in back"
22dyGMRgestp8u5Lc,4,0,K,2_thin,10,"kneeling in gown with Bible in hand, facing to the","kneeling in gown with Bible in hand, facing to the right heel up in back"
22dyGMRgestp8u5Lc,4,0,K,2_thin,11,"kneeling in gown with Bible in hand, facing to the right","kneeling in gown with Bible in hand, facing to the right heel up in back"
22dyGMRgestp8u5Lc,4,0,K,2_thin,12,"kneeling in gown with Bible in hand, facing to the right heel","kneeling in gown with Bible in hand, facing to the right heel up in back"
22dyGMRgestp8u5Lc,4,0,K,2_thin,13,"kneeling in gown with Bible in hand, facing to the right heel up","kneeling in gown with Bible in hand, facing to the right heel up in back"
22dyGMRgestp8u5Lc,4,0,K,2_thin,14,"kneeling in gown with Bible in hand, facing to the right heel up in","kneeling in gown with Bible in hand, facing to the right heel up in back"
22dyGMRgestp8u5Lc,4,0,K,2_thin,15,"kneeling in gown with Bible in hand, facing to the right heel up in back","kneeling in gown with Bible in hand, facing to the right heel up in back"
22dyGMRgestp8u5Lc,5,0,L,2_thin,1,Starting,"Starting to stand after kneeling facing right, Bible still in hand"
22dyGMRgestp8u5Lc,5,0,L,2_thin,2,Starting to,"Starting to stand after kneeling facing right, Bible still in hand"
22dyGMRgestp8u5Lc,5,0,L,2_thin,3,Starting to stand,"Starting to stand after kneeling facing right, Bible still in hand"
22dyGMRgestp8u5Lc,5,0,L,2_thin,4,Starting to stand after,"Starting to stand after kneeling facing right, Bible still in hand"
22dyGMRgestp8u5Lc,5,0,L,2_thin,5,Starting to stand after kneeling,"Starting to stand after kneeling facing right, Bible still in hand"
22dyGMRgestp8u5Lc,5,0,L,2_thin,6,Starting to stand after kneeling facing,"Starting to stand after kneeling facing right, Bible still in hand"
22dyGMRgestp8u5Lc,5,0,L,2_thin,7,"Starting to stand after kneeling facing right,","Starting to stand after kneeling facing right, Bible still in hand"
22dyGMRgestp8u5Lc,5,0,L,2_thin,8,"Starting to stand after kneeling facing right, Bible","Starting to stand after kneeling facing right, Bible still in hand"
22dyGMRgestp8u5Lc,5,0,L,2_thin,9,"Starting to stand after kneeling facing right, Bible still","Starting to stand after kneeling facing right, Bible still in hand"
22dyGMRgestp8u5Lc,5,0,L,2_thin,10,"Starting to stand after kneeling facing right, Bible still in","Starting to stand after kneeling facing right, Bible still in hand"
22dyGMRgestp8u5Lc,5,0,L,2_thin,11,"Starting to stand after kneeling facing right, Bible still in hand","Starting to stand after kneeling facing right, Bible still in hand"
22dyGMRgestp8u5Lc,6,0,A,2_thin,1,"standing,","standing, but falling backward facing left right foot in the air arms out"
22dyGMRgestp8u5Lc,6,0,A,2_thin,2,"standing, but","standing, but falling backward facing left right foot in the air arms out"
22dyGMRgestp8u5Lc,6,0,A,2_thin,3,"standing, but falling","standing, but falling backward facing left right foot in the air arms out"
22dyGMRgestp8u5Lc,6,0,A,2_thin,4,"standing, but falling backward","standing, but falling backward facing left right foot in the air arms out"
22dyGMRgestp8u5Lc,6,0,A,2_thin,5,"standing, but falling backward facing","standing, but falling backward facing left right foot in the air arms out"
22dyGMRgestp8u5Lc,6,0,A,2_thin,6,"standing, but falling backward facing left","standing, but falling backward facing left right foot in the air arms out"
22dyGMRgestp8u5Lc,6,0,A,2_thin,7,"standing, but falling backward facing left right","standing, but falling backward facing left right foot in the air arms out"
22dyGMRgestp8u5Lc,6,0,A,2_thin,8,"standing, but falling backward facing left right foot","standing, but falling backward facing left right foot in the air arms out"
22dyGMRgestp8u5Lc,6,0,A,2_thin,9,"standing, but falling backward facing left right foot in","standing, but falling backward facing left right foot in the air arms out"
22dyGMRgestp8u5Lc,6,0,A,2_thin,10,"standing, but falling backward facing left right foot in the","standing, but falling backward facing left right foot in the air arms out"
22dyGMRgestp8u5Lc,6,0,A,2_thin,11,"standing, but falling backward facing left right foot in the air","standing, but falling backward facing left right foot in the air arms out"
22dyGMRgestp8u5Lc,6,0,A,2_thin,12,"standing, but falling backward facing left right foot in the air arms","standing, but falling backward facing left right foot in the air arms out"
22dyGMRgestp8u5Lc,6,0,A,2_thin,13,"standing, but falling backward facing left right foot in the air arms out","standing, but falling backward facing left right foot in the air arms out"
22dyGMRgestp8u5Lc,7,0,D,2_thin,1,Priest,Priest standing up straight facing left reading from Bible
22dyGMRgestp8u5Lc,7,0,D,2_thin,2,Priest standing,Priest standing up straight facing left reading from Bible
22dyGMRgestp8u5Lc,7,0,D,2_thin,3,Priest standing up,Priest standing up straight facing left reading from Bible
22dyGMRgestp8u5Lc,7,0,D,2_thin,4,Priest standing up straight,Priest standing up straight facing left reading from Bible
22dyGMRgestp8u5Lc,7,0,D,2_thin,5,Priest standing up straight facing,Priest standing up straight facing left reading from Bible
22dyGMRgestp8u5Lc,7,0,D,2_thin,6,Priest standing up straight facing left,Priest standing up straight facing left reading from Bible
22dyGMRgestp8u5Lc,7,0,D,2_thin,7,Priest standing up straight facing left reading,Priest standing up straight facing left reading from Bible
22dyGMRgestp8u5Lc,7,0,D,2_thin,8,Priest standing up straight facing left reading from,Priest standing up straight facing left reading from Bible
22dyGMRgestp8u5Lc,7,0,D,2_thin,9,Priest standing up straight facing left reading from Bible,Priest standing up straight facing left reading from Bible
22dyGMRgestp8u5Lc,8,0,F,2_thin,1,Guy,Guy relaxing in the park facing left arms to side (not visible) knees up
22dyGMRgestp8u5Lc,8,0,F,2_thin,2,Guy relaxing,Guy relaxing in the park facing left arms to side (not visible) knees up
22dyGMRgestp8u5Lc,8,0,F,2_thin,3,Guy relaxing in,Guy relaxing in the park facing left arms to side (not visible) knees up
22dyGMRgestp8u5Lc,8,0,F,2_thin,4,Guy relaxing in the,Guy relaxing in the park facing left arms to side (not visible) knees up
22dyGMRgestp8u5Lc,8,0,F,2_thin,5,Guy relaxing in the park,Guy relaxing in the park facing left arms to side (not visible) knees up
22dyGMRgestp8u5Lc,8,0,F,2_thin,6,Guy relaxing in the park facing,Guy relaxing in the park facing left arms to side (not visible) knees up
22dyGMRgestp8u5Lc,8,0,F,2_thin,7,Guy relaxing in the park facing left,Guy relaxing in the park facing left arms to side (not visible) knees up
22dyGMRgestp8u5Lc,8,0,F,2_thin,8,Guy relaxing in the park facing left arms,Guy relaxing in the park facing left arms to side (not visible) knees up
22dyGMRgestp8u5Lc,8,0,F,2_thin,9,Guy relaxing in the park facing left arms to,Guy relaxing in the park facing left arms to side (not visible) knees up
22dyGMRgestp8u5Lc,8,0,F,2_thin,10,Guy relaxing in the park facing left arms to side,Guy relaxing in the park facing left arms to side (not visible) knees up
22dyGMRgestp8u5Lc,8,0,F,2_thin,11,Guy relaxing in the park facing left arms to side (not,Guy relaxing in the park facing left arms to side (not visible) knees up
22dyGMRgestp8u5Lc,8,0,F,2_thin,12,Guy relaxing in the park facing left arms to side (not visible),Guy relaxing in the park facing left arms to side (not visible) knees up
22dyGMRgestp8u5Lc,8,0,F,2_thin,13,Guy relaxing in the park facing left arms to side (not visible) knees,Guy relaxing in the park facing left arms to side (not visible) knees up
22dyGMRgestp8u5Lc,8,0,F,2_thin,14,Guy relaxing in the park facing left arms to side (not visible) knees up,Guy relaxing in the park facing left arms to side (not visible) knees up
22dyGMRgestp8u5Lc,9,0,I,2_thin,1,"standing,","standing, but falling forward left leg on ground right foot in air arms out to catch himself face left"
22dyGMRgestp8u5Lc,9,0,I,2_thin,2,"standing, but","standing, but falling forward left leg on ground right foot in air arms out to catch himself face left"
22dyGMRgestp8u5Lc,9,0,I,2_thin,3,"standing, but falling","standing, but falling forward left leg on ground right foot in air arms out to catch himself face left"
22dyGMRgestp8u5Lc,9,0,I,2_thin,4,"standing, but falling forward","standing, but falling forward left leg on ground right foot in air arms out to catch himself face left"
22dyGMRgestp8u5Lc,9,0,I,2_thin,5,"standing, but falling forward left","standing, but falling forward left leg on ground right foot in air arms out to catch himself face left"
22dyGMRgestp8u5Lc,9,0,I,2_thin,6,"standing, but falling forward left leg","standing, but falling forward left leg on ground right foot in air arms out to catch himself face left"
22dyGMRgestp8u5Lc,9,0,I,2_thin,7,"standing, but falling forward left leg on","standing, but falling forward left leg on ground right foot in air arms out to catch himself face left"
22dyGMRgestp8u5Lc,9,0,I,2_thin,8,"standing, but falling forward left leg on ground","standing, but falling forward left leg on ground right foot in air arms out to catch himself face left"
22dyGMRgestp8u5Lc,9,0,I,2_thin,9,"standing, but falling forward left leg on ground right","standing, but falling forward left leg on ground right foot in air arms out to catch himself face left"
22dyGMRgestp8u5Lc,9,0,I,2_thin,10,"standing, but falling forward left leg on ground right foot","standing, but falling forward left leg on ground right foot in air arms out to catch himself face left"
22dyGMRgestp8u5Lc,9,0,I,2_thin,11,"standing, but falling forward left leg on ground right foot in","standing, but falling forward left leg on ground right foot in air arms out to catch himself face left"
22dyGMRgestp8u5Lc,9,0,I,2_thin,12,"standing, but falling forward left leg on ground right foot in air","standing, but falling forward left leg on ground right foot in air arms out to catch himself face left"
22dyGMRgestp8u5Lc,9,0,I,2_thin,13,"standing, but falling forward left leg on ground right foot in air arms","standing, but falling forward left leg on ground right foot in air arms out to catch himself face left"
22dyGMRgestp8u5Lc,9,0,I,2_thin,14,"standing, but falling forward left leg on ground right foot in air arms out","standing, but falling forward left leg on ground right foot in air arms out to catch himself face left"
22dyGMRgestp8u5Lc,9,0,I,2_thin,15,"standing, but falling forward left leg on ground right foot in air arms out to","standing, but falling forward left leg on ground right foot in air arms out to catch himself face left"
22dyGMRgestp8u5Lc,9,0,I,2_thin,16,"standing, but falling forward left leg on ground right foot in air arms out to catch","standing, but falling forward left leg on ground right foot in air arms out to catch himself face left"
22dyGMRgestp8u5Lc,9,0,I,2_thin,17,"standing, but falling forward left leg on ground right foot in air arms out to catch himself","standing, but falling forward left leg on ground right foot in air arms out to catch himself face left"
22dyGMRgestp8u5Lc,9,0,I,2_thin,18,"standing, but falling forward left leg on ground right foot in air arms out to catch himself face","standing, but falling forward left leg on ground right foot in air arms out to catch himself face left"
22dyGMRgestp8u5Lc,9,0,I,2_thin,19,"standing, but falling forward left leg on ground right foot in air arms out to catch himself face left","standing, but falling forward left leg on ground right foot in air arms out to catch himself face left"
22dyGMRgestp8u5Lc,10,0,E,2_thin,1,kid,kid facing right sitting on butt knees up slightly wearing bunny ears
22dyGMRgestp8u5Lc,10,0,E,2_thin,2,kid facing,kid facing right sitting on butt knees up slightly wearing bunny ears
22dyGMRgestp8u5Lc,10,0,E,2_thin,3,kid facing right,kid facing right sitting on butt knees up slightly wearing bunny ears
22dyGMRgestp8u5Lc,10,0,E,2_thin,4,kid facing right sitting,kid facing right sitting on butt knees up slightly wearing bunny ears
22dyGMRgestp8u5Lc,10,0,E,2_thin,5,kid facing right sitting on,kid facing right sitting on butt knees up slightly wearing bunny ears
22dyGMRgestp8u5Lc,10,0,E,2_thin,6,kid facing right sitting on butt,kid facing right sitting on butt knees up slightly wearing bunny ears
22dyGMRgestp8u5Lc,10,0,E,2_thin,7,kid facing right sitting on butt knees,kid facing right sitting on butt knees up slightly wearing bunny ears
22dyGMRgestp8u5Lc,10,0,E,2_thin,8,kid facing right sitting on butt knees up,kid facing right sitting on butt knees up slightly wearing bunny ears
22dyGMRgestp8u5Lc,10,0,E,2_thin,9,kid facing right sitting on butt knees up slightly,kid facing right sitting on butt knees up slightly wearing bunny ears
22dyGMRgestp8u5Lc,10,0,E,2_thin,10,kid facing right sitting on butt knees up slightly wearing,kid facing right sitting on butt knees up slightly wearing bunny ears
22dyGMRgestp8u5Lc,10,0,E,2_thin,11,kid facing right sitting on butt knees up slightly wearing bunny,kid facing right sitting on butt knees up slightly wearing bunny ears
22dyGMRgestp8u5Lc,10,0,E,2_thin,12,kid facing right sitting on butt knees up slightly wearing bunny ears,kid facing right sitting on butt knees up slightly wearing bunny ears
22dyGMRgestp8u5Lc,11,0,J,2_thin,1,aaagh!!,aaagh!! right half of a bowl or plant pot showing with a triangle on the top right edge not the very edge
22dyGMRgestp8u5Lc,11,0,J,2_thin,2,aaagh!! right,aaagh!! right half of a bowl or plant pot showing with a triangle on the top right edge not the very edge
22dyGMRgestp8u5Lc,11,0,J,2_thin,3,aaagh!! right half,aaagh!! right half of a bowl or plant pot showing with a triangle on the top right edge not the very edge
22dyGMRgestp8u5Lc,11,0,J,2_thin,4,aaagh!! right half of,aaagh!! right half of a bowl or plant pot showing with a triangle on the top right edge not the very edge
22dyGMRgestp8u5Lc,11,0,J,2_thin,5,aaagh!! right half of a,aaagh!! right half of a bowl or plant pot showing with a triangle on the top right edge not the very edge
22dyGMRgestp8u5Lc,11,0,J,2_thin,6,aaagh!! right half of a bowl,aaagh!! right half of a bowl or plant pot showing with a triangle on the top right edge not the very edge
22dyGMRgestp8u5Lc,11,0,J,2_thin,7,aaagh!! right half of a bowl or,aaagh!! right half of a bowl or plant pot showing with a triangle on the top right edge not the very edge
22dyGMRgestp8u5Lc,11,0,J,2_thin,8,aaagh!! right half of a bowl or plant,aaagh!! right half of a bowl or plant pot showing with a triangle on the top right edge not the very edge
22dyGMRgestp8u5Lc,11,0,J,2_thin,9,aaagh!! right half of a bowl or plant pot,aaagh!! right half of a bowl or plant pot showing with a triangle on the top right edge not the very edge
22dyGMRgestp8u5Lc,11,0,J,2_thin,10,aaagh!! right half of a bowl or plant pot showing,aaagh!! right half of a bowl or plant pot showing with a triangle on the top right edge not the very edge
22dyGMRgestp8u5Lc,11,0,J,2_thin,11,aaagh!! right half of a bowl or plant pot showing with,aaagh!! right half of a bowl or plant pot showing with a triangle on the top right edge not the very edge
22dyGMRgestp8u5Lc,11,0,J,2_thin,12,aaagh!! right half of a bowl or plant pot showing with a,aaagh!! right half of a bowl or plant pot showing with a triangle on the top right edge not the very edge
22dyGMRgestp8u5Lc,11,0,J,2_thin,13,aaagh!! right half of a bowl or plant pot showing with a triangle,aaagh!! right half of a bowl or plant pot showing with a triangle on the top right edge not the very edge
22dyGMRgestp8u5Lc,11,0,J,2_thin,14,aaagh!! right half of a bowl or plant pot showing with a triangle on,aaagh!! right half of a bowl or plant pot showing with a triangle on the top right edge not the very edge
22dyGMRgestp8u5Lc,11,0,J,2_thin,15,aaagh!! right half of a bowl or plant pot showing with a triangle on the,aaagh!! right half of a bowl or plant pot showing with a triangle on the top right edge not the very edge
22dyGMRgestp8u5Lc,11,0,J,2_thin,16,aaagh!! right half of a bowl or plant pot showing with a triangle on the top,aaagh!! right half of a bowl or plant pot showing with a triangle on the top right edge not the very edge
22dyGMRgestp8u5Lc,11,0,J,2_thin,17,aaagh!! right half of a bowl or plant pot showing with a triangle on the top right,aaagh!! right half of a bowl or plant pot showing with a triangle on the top right edge not the very edge
22dyGMRgestp8u5Lc,11,0,J,2_thin,18,aaagh!! right half of a bowl or plant pot showing with a triangle on the top right edge,aaagh!! right half of a bowl or plant pot showing with a triangle on the top right edge not the very edge
22dyGMRgestp8u5Lc,11,0,J,2_thin,19,aaagh!! right half of a bowl or plant pot showing with a triangle on the top right edge not,aaagh!! right half of a bowl or plant pot showing with a triangle on the top right edge not the very edge
22dyGMRgestp8u5Lc,11,0,J,2_thin,20,aaagh!! right half of a bowl or plant pot showing with a triangle on the top right edge not the,aaagh!! right half of a bowl or plant pot showing with a triangle on the top right edge not the very edge
22dyGMRgestp8u5Lc,11,0,J,2_thin,21,aaagh!! right half of a bowl or plant pot showing with a triangle on the top right edge not the very,aaagh!! right half of a bowl or plant pot showing with a triangle on the top right edge not the very edge
22dyGMRgestp8u5Lc,11,0,J,2_thin,22,aaagh!! right half of a bowl or plant pot showing with a triangle on the top right edge not the very edge,aaagh!! right half of a bowl or plant pot showing with a triangle on the top right edge not the very edge
22dyGMRgestp8u5Lc,12,1,K,2_thin,1,Kneeling,Kneeling with bible facing to the right Heel up
22dyGMRgestp8u5Lc,12,1,K,2_thin,2,Kneeling with,Kneeling with bible facing to the right Heel up
22dyGMRgestp8u5Lc,12,1,K,2_thin,3,Kneeling with bible,Kneeling with bible facing to the right Heel up
22dyGMRgestp8u5Lc,12,1,K,2_thin,4,Kneeling with bible facing,Kneeling with bible facing to the right Heel up
22dyGMRgestp8u5Lc,12,1,K,2_thin,5,Kneeling with bible facing to,Kneeling with bible facing to the right Heel up
22dyGMRgestp8u5Lc,12,1,K,2_thin,6,Kneeling with bible facing to the,Kneeling with bible facing to the right Heel up
22dyGMRgestp8u5Lc,12,1,K,2_thin,7,Kneeling with bible facing to the right,Kneeling with bible facing to the right Heel up
22dyGMRgestp8u5Lc,12,1,K,2_thin,8,Kneeling with bible facing to the right Heel,Kneeling with bible facing to the right Heel up
22dyGMRgestp8u5Lc,12,1,K,2_thin,9,Kneeling with bible facing to the right Heel up,Kneeling with bible facing to the right Heel up
22dyGMRgestp8u5Lc,13,1,L,2_thin,1,Standing,Standing up from kneeling Bible still in hand
22dyGMRgestp8u5Lc,13,1,L,2_thin,2,Standing up,Standing up from kneeling Bible still in hand
22dyGMRgestp8u5Lc,13,1,L,2_thin,3,Standing up from,Standing up from kneeling Bible still in hand
22dyGMRgestp8u5Lc,13,1,L,2_thin,4,Standing up from kneeling,Standing up from kneeling Bible still in hand
22dyGMRgestp8u5Lc,13,1,L,2_thin,5,Standing up from kneeling Bible,Standing up from kneeling Bible still in hand
22dyGMRgestp8u5Lc,13,1,L,2_thin,6,Standing up from kneeling Bible still,Standing up from kneeling Bible still in hand
22dyGMRgestp8u5Lc,13,1,L,2_thin,7,Standing up from kneeling Bible still in,Standing up from kneeling Bible still in hand
22dyGMRgestp8u5Lc,13,1,L,2_thin,8,Standing up from kneeling Bible still in hand,Standing up from kneeling Bible still in hand
22dyGMRgestp8u5Lc,14,1,C,2_thin,1,Falling,Falling off building Arms in air
22dyGMRgestp8u5Lc,14,1,C,2_thin,2,Falling off,Falling off building Arms in air
22dyGMRgestp8u5Lc,14,1,C,2_thin,3,Falling off building,Falling off building Arms in air
